	NFKB1	TNIP2
15256	TP53	PRMT1
15257	TP53	NLK
15258	TP53	NUMB
15259	TP53	GIGYF2
15260	TP53	HSPA8
15261	TP53	SAT1
15262	TP53	PPARGC1A
15263	TP53	MCL1
15264	TP53	FZR1
15265	TP53	TPM4
15266	TP53	ZWINT
15267	TP53	SKP1
15268	TP53	YWHAE
15269	TP53	BMI1
15270	TP53	BRCA2
15271	TP53	RNF40
15272	TP53	SAFB
15273	TP53	L3MBTL1
15274	TP53	RBBP6
15275	TP53	HNRNPM
15276	TP53	BRD8
15277	TP53	MTOR
15278	TP53	BMP1
15279	TP53	TUBB
15280	TP53	EHMT1
15281	TP53	MAPK9
15282	TP53	SMARCB1
15283	TP53	GTF2H1
15284	TP53	ANG
15285	TP53	MEN1
15286	TP53	UBE4B
15287	TP53	HSPA1B
15288	TP53	ARIH2
15289	TP53	BAX
15290	TP53	HERC2
15291	TP53	NR3C1
15292	TP53	PTGS2
15293	TP53	BRCC3
15294	TP53	VHL
15295	TP53	RPS3
15296	TP53	CDKN2C
15297	TP53	JMY
15298	TP53	RFC3
15299	TP53	XRCC6
15300	TP53	USP10
15301	TP53	VCP
15302	TP53	NDRG1
15303	TP53	UBE2M
15304	TP53	SMARCC1
15305	TP53	EP400
15306	TP53	FOXA3
15307	TP53	SUPT7L
15308	TP53	CDKN1A
15309	TP53	KAT5
15310	TP53	FBXO11
15311	TP53	FOXN1
15312	TP53	PRKRA
15313	TP53	RPS13
15314	TP53	DDB2
15315	TP53	KDM1A
15316	TP53	APPL1
15317	TP53	SERPINH1
15318	TP53	CX3CL1
15319	TP53	MSH2
15320	TP53	CCT5
15321	TP53	RCC1
15322	TP53	AIFM2
15323	TP53	MYLK
15324	TP53	TRIM22
15325	TP53	ERN1
15326	TP53	WDR77
15327	TP53	EIF2S2
15328	TP53	MAP3K1
15329	TP53	TOP2B
15330	TP53	NCL
15331	TP53	MSH6
15332	TP53	DVL2
15333	TP53	SIRT1
15334	TP53	TP73
15335	TP53	GPS2
15336	TP53	TAF1
15337	TP53	ACTL6A
15338	TP53	TSC22D3
15339	TP53	FOXO3
15340	TP53	ERCC3
15341	TP53	CSNK1D
15342	TP53	SRSF1
15343	TP53	RPA2
15344	TP53	NFKBIA
15345	TP53	HINFP
15346	TP53	JMJD6
15347	TP53	NABP1
15348	TP53	PRMT3
15349	TP53	EGFR
15350	TP53	HSPA1A
15351	TP53	CLK3
15352	TP53	PPP1R13B
15353	TP53	SP3
15354	TP53	TOPORS
15355	TP53	DROSHA
15356	TP53	PRKAA1
15357	TP53	SMAD1
15358	TP53	APC
15359	TP53	CDK5
15360	TP53	DNAJB6
15361	TP53	RPS6KA2
15362	TP53	APTX
15363	TP53	PPP1R12A
15364	TP53	VRK2
15365	TP53	PARK7
15366	TP53	TAF10
15367	TP53	EZH2
15368	TP53	ATRX
15369	TP53	KMT2A
15370	TP53	CDK1
15371	TP53	PATZ1
15372	TP53	FBXW11
15373	TP53	ING2
15374	TP53	LMNA
15375	TP53	HDAC3
15376	TP53	HTT
15377	TP53	TXNRD1
15378	TP53	RPS6
15379	TP53	ETS1
15380	TP53	PABPC1
15381	TP53	BAK1
15382	TP53	YY1
15383	TP53	SMAD2
15384	TP53	MYO6
15385	TP53	MYBBP1A
15386	TP53	CHUK
15387	TP53	TFDP1
15388	TP53	RFWD3
15389	TP53	IKBKB
15390	TP53	TPM1
15391	TP53	SP1
15392	TP53	SMAD7
15393	TP53	SRPK1
15394	TP53	POLRMT
15395	TP53	MIF
15396	TP53	UIMC1
15397	TP53	EP300
15398	TP53	PPP2R5C
15399	TP53	WDR48
15400	TP53	MAPK3
15401	TP53	ARHGEF17
15402	TP53	PTK2
15403	TP53	UBD
15404	TP53	SMAD3
15405	TP53	ARID1A
15406	TP53	HRAS
15407	TP53	RBM3
15408	TP53	PIAS1
15409	TP53	SENP1
15410	TP53	VDR
15411	TP53	CDC42
15412	TP53	PTTG1IP
15413	TP53	KLF5
15414	TP53	HSPA9
15415	TP53	DHCR24
15416	TP53	RNF2
15417	TP53	ACTA2
15418	TP53	SOCS1
15419	TP53	ARRB1
15420	TP53	GSK3A
15421	TP53	IRF7
15422	TP53	HNRNPA1
15423	TP53	SNAI2
15424	TP53	TRIM24
15425	TP53	ACTA1
15426	TP53	RPS14
15427	TP53	SUMO1
15428	TP53	HIPK1
15429	TP53	MDM4
15430	TP53	UBE2B
15431	TP53	YBX1
15432	TP53	PIAS4
15433	TP53	SNW1
15434	TP53	PSMD10
15435	TP53	APAF1
15436	TP53	DYRK2
15437	TP53	CDC14B
15438	TP53	ZNF24
15439	TP53	MAPK8
15440	TP53	HUWE1
15441	TP53	CRYAB
15442	TP53	ERCC2
15443	TP53	PIWIL1
15444	TP53	BLM
15445	TP53	UBR5
15446	TP53	CSNK1E
15447	TP53	STK4
15448	TP53	SART1
15449	TP53	ZMIZ1
15450	TP53	ADH5
15451	TP53	ING4
15452	TP53	STX5
15453	TP53	ENAH
15454	TP53	TP53I3
15455	TP53	SET
15456	TP53	DNAJA1
15457	TP53	S100A4
15458	TP53	TPT1
15459	TP53	BIRC6
15460	TP53	STK17A
15461	TP53	DOCK7
15462	TP53	PPP2CA
15463	TP53	BRD7
15464	TP53	WDR5
15465	TP53	TSG101
15466	TP53	SMYD2
15467	TP53	TADA3
15468	TP53	AR
15469	TP53	EIF2AK2
15470	TP53	RAP1B
15471	TP53	NQO1
15472	TP53	CCNH
15473	TP53	CLTC
15474	TP53	WT1
15475	TP53	CEP152
15476	TP53	HSP90B1
15477	TP53	ARL3
15478	TP53	CXXC1
15479	TP53	HNRNPF
15480	TP53	NIN
15481	TP53	HIPK2
15482	TP53	CREBZF
15483	TP53	NAE1
15484	TP53	EPHA3
15485	KAT2A	SMAD1
15486	KAT2A	TAF5
15487	KAT2A	XBP1
15488	KAT2A	TAF10
15489	KAT2A	NME1
15490	KAT2A	MBIP
15491	KAT2A	IRF1
15492	KAT2A	KAT2B
15493	KAT2A	TAF5L
15494	KAT2A	IRF7
15495	KAT2A	MED14
15496	KAT2A	SMAD5
15497	KAT2A	SMAD9
15498	KAT2A	CREBBP
15499	KAT2A	MSH6
15500	KAT2A	PBX1
15501	KAT2A	SUPT3H
15502	KAT2A	RELA
15503	KAT2A	MYC
15504	KAT2A	CUL4A
15505	KAT2A	KRT2
15506	KAT2A	PYGO2
15507	KAT2A	DDB1
15508	KAT2A	COMMD1
15509	KAT2A	TRRAP
15510	KAT2A	TAF4
15511	KAT2A	SIRT1
15512	KAT2A	UBAP2L
15513	KAT2A	TACC2
15514	KAT2A	TIRAP
15515	KAT2A	XRCC6
15516	KAT2A	SREBF1
15517	KAT2A	USP22
15518	KAT2A	MED17
15519	KAT2A	KAT14
15520	KAT2A	E2F4
15521	KAT2A	ENY2
15522	KAT2A	PCBP2
15523	KAT2A	SUPT7L
15524	KAT2A	CTBP1
15525	KAT2A	SIRT2
15526	KAT2A	EP300
15527	KAT2A	TADA1
15528	KAT2A	TACC3
15529	KAT2A	TUBB
15530	KAT2A	TCF3
15531	KAT2A	TAF6
15532	KAT2A	MED13
15533	KAT2A	MED24
15534	KAT2A	SMAD3
15535	KAT2A	SMAD2
15536	KAT2A	WDR5
15537	KAT2A	MAP3K7
15538	KAT2A	MAPK8IP3
15539	KAT2A	TAF7
15540	KAT2A	NOTCH1
15541	KAT2A	MSH2
15542	KAT2A	ATXN7
15543	KAT2A	TAF6L
15544	KAT2A	ATXN7L3
15545	KAT2A	TADA3
15546	KAT2A	EID1
15547	KAT2A	VHL
15548	KAT2A	SGF29
15549	KAT2A	ACTL6A
15550	KAT2A	RBPJ
15551	KAT2A	PPARGC1A
15552	KAT2A	CEBPB
15553	KAT2A	TAF2
15554	GLG1	REL
15555	GLG1	RPS13
15556	GLG1	NFKBIA
15557	GLG1	RELA
15558	GLG1	RNF2
15559	GLG1	RFWD3
15560	GLG1	SQSTM1
15561	GLG1	ITM2B
15562	GLG1	PTPRK
15563	GLG1	CHUK
15564	GLG1	NFKB2
15565	REL	SKP1
15566	REL	CALM1
15567	REL	CLIC4
15568	REL	COMMD1
15569	REL	HIP1
15570	REL	UBE2K
15571	REL	OTUB2
15572	REL	USP9X
15573	REL	CTNNA3
15574	REL	PPP4C
15575	REL	ADSL
15576	REL	CHUK
15577	REL	FKBP1B
15578	REL	SPRY1
15579	REL	CDKN1A
15580	REL	NOTCH1
15581	REL	UACA
15582	REL	BID
15583	REL	CREBBP
15584	REL	ELF1
15585	REL	NFKBIA
15586	REL	PSMA1
15587	REL	TSC22D3
15588	REL	HSPA8
15589	REL	NCK2
15590	REL	SRF
15591	REL	HSPA4
15592	REL	FHL2
15593	REL	NDE1
15594	REL	A1CF
15595	REL	RAD23A
15596	REL	SP1
15597	REL	CDKN2D
15598	REL	CALM3
15599	REL	AQP1
15600	REL	TRIM68
15601	REL	SDCBP
15602	REL	COL8A1
15603	REL	PLA2G6
15604	REL	HDAC7
15605	REL	FOXO4
15606	REL	MCC
15607	REL	SAT1
15608	REL	PICK1
15609	REL	TFAP2A
15610	REL	CPSF1
15611	REL	HSPA9
15612	REL	IKBKB
15613	REL	EP300
15614	REL	MAP3K14
15615	REL	CLTC
15616	REL	UBASH3A
15617	REL	SEC31A
15618	REL	SIX1
15619	REL	SPAG9
15620	REL	TBK1
15621	REL	EIF5A
15622	REL	RECK
15623	REL	MAPK8
15624	REL	CDKN2C
15625	REL	ARNT2
15626	REL	EMD
15627	REL	AR
15628	REL	CLIP1
15629	REL	CALM2
15630	REL	TUBB
15631	REL	ATXN1
15632	REL	ALOX5
15633	REL	EIF4EBP1
15634	REL	ATG9A
15635	REL	BCL6
15636	REL	ARIH2
15637	REL	NFKB2
15638	REL	EIF3A
15639	REL	HNRNPF
15640	REL	HNRNPH1
15641	REL	EXOSC5
15642	REL	PTGER3
15643	REL	THOC1
15644	REL	RPS13
15645	REL	RELA
15646	REL	SIN3A
15647	REL	TTC19
15648	REL	AKT2
15649	REL	MAD2L2
15650	REL	PRPF31
15651	REL	HSPA1A
15652	REL	NABP1
15653	REL	KPNA2
15654	REL	BIRC3
15655	REL	CTNNBIP1
15656	REL	AAAS
15657	REL	FBXW11
15658	REL	UBE2D4
15659	WWP2	DAG1
15660	WWP2	UBE2D2
15661	WWP2	RNF11
15662	WWP2	ATP6AP2
15663	WWP2	CDC34
15664	WWP2	USP7
15665	WWP2	UBE2D1
15666	WWP2	SCNN1G
15667	WWP2	FBXO11
15668	WWP2	PTEN
15669	WWP2	UBP1
15670	WWP2	SMAD3
15671	WWP2	TNK2
15672	WWP2	PABPC1
15673	WWP2	SMAD6
15674	WWP2	SCNN1B
15675	WWP2	PTPN14
15676	WWP2	UBE2L3
15677	WWP2	CPSF6
15678	WWP2	UBE2G1
15679	WWP2	FBXL15
15680	WWP2	EIF3A
15681	WWP2	PTCH1
15682	WWP2	SMAD2
15683	WWP2	PSMD10
15684	WWP2	SF1
15685	WWP2	TP53BP2
15686	WWP2	UBE2K
15687	WWP2	PATZ1
15688	WWP2	POU5F1
15689	WWP2	NDFIP2
15690	WWP2	SMAD7
15691	WWP2	UBE2E1
15692	WWP2	UBE2D3
15693	WWP2	NDFIP1
15694	WWP2	UBE2E2
15695	WWP2	TFAP2A
15696	WWP2	SORT1
15697	WWP2	UBE2E3
15698	WWP2	IL6R
15699	WWP2	WDR5
15700	WWP2	EZH2
15701	DAG1	PTK2
15702	DAG1	PIK3R1
15703	DAG1	MAP2
15704	DAG1	PPP1CB
15705	DAG1	UTRN
15706	DAG1	FYN
15707	DAG1	LAMA5
15708	DAG1	SNTA1
15709	DAG1	NCK1
15710	DAG1	AGRN
15711	DAG1	SHC1
15712	DAG1	DMD
15713	DAG1	LAMA2
15714	DAG1	VCL
15715	DAG1	PSEN1
15716	DAG1	SRC
15717	DAG1	AQP4
15718	DAG1	CLIC4
15719	DAG1	HLA-DPA1
15720	DAG1	ITGB1
15721	DAG1	WWP1
15722	DAG1	TLN1
15723	DAG1	LAMA1
15724	LATS1	YAP1
15725	LATS1	HTRA2
15726	LATS1	SAV1
15727	LATS1	LIMK1
15728	LATS1	STK4
15729	LATS1	MDM2
15730	LATS1	CEP152
15731	LATS1	STK3
15732	LATS1	WWC1
15733	LATS1	ITCH
15734	LATS1	MAST2
15735	LATS1	MYC
15736	LATS1	MOAP1
15737	LATS1	SIAH2
15738	LATS1	CDK1
15739	LATS1	STK11
15740	LATS1	WWP1
15741	LATS1	HSP90AB1
15742	LATS1	PTPN13
15743	LATS1	PTK2
15744	LATS1	WTIP
15745	LATS1	SCRIB
15746	LATS1	MOB1A
15747	LATS1	RASSF1
15748	LATS1	KATNA1
15749	LATS1	XIAP
15750	LATS1	CNTROB
15751	LATS1	CEP192
15752	LATS1	PTPN14
15753	LATS1	WWOX
15754	LATS1	PPP1R12A
15755	LATS1	EIF4EBP1
15756	LATS1	WWTR1
15757	LATS1	PTEN
15758	LATS1	LIMD1
15759	LATS1	PPP1R13B
15760	LATS1	SMURF2
15761	LATS1	LATS2
15762	YAP1	FBXW11
15763	YAP1	PTPN14
15764	YAP1	STUB1
15765	YAP1	TEAD4
15766	YAP1	SMAD7
15767	YAP1	TP73
15768	YAP1	NFE2
15769	YAP1	CSNK1D
15770	YAP1	CREB1
15771	YAP1	ENO1
15772	YAP1	RUNX1
15773	YAP1	PRMT3
15774	YAP1	RUNX3
15775	YAP1	UBE2D1
15776	YAP1	HSPA4
15777	YAP1	SULT1A1
15778	YAP1	STAT1
15779	YAP1	ITCH
15780	YAP1	USP9X
15781	YAP1	EGFR
15782	YAP1	AKT2
15783	YAP1	KLF5
15784	YAP1	UBE2L3
15785	YAP1	SMAD6
15786	YAP1	SUMO1
15787	YAP1	SMAD5
15788	YAP1	TP53BP2
15789	YAP1	LIN7C
15790	YAP1	PRDX1
15791	YAP1	UBA2
15792	YAP1	LATS2
15793	YAP1	ARID1A
15794	YAP1	PTCH1
15795	YAP1	AKT1
15796	YAP1	HIF1A
15797	YAP1	RAPGEF2
15798	YAP1	STK3
15799	YAP1	ARFIP1
15800	YAP1	RAPGEF6
15801	YAP1	PML
15802	YAP1	EP300
15803	YAP1	TEAD2
15804	YAP1	SMAD1
15805	YAP1	YWHAE
15806	YAP1	PRKAA1
15807	YAP1	VPS4B
15808	YAP1	HNRNPU
15809	YAP1	SMAD3
15810	YAP1	BCL9L
15811	YAP1	IGBP1
15812	SMAD5	SF3B1
15813	SMAD5	RNF103
15814	SMAD5	SOX5
15815	SMAD5	SMAD2
15816	SMAD5	PTPN12
15817	SMAD5	MEN1
15818	SMAD5	DDX5
15819	SMAD5	SOX7
15820	SMAD5	RUNX1
15821	SMAD5	WWP1
15822	SMAD5	SNRNP70
15823	SMAD5	EP300
15824	SMAD5	RUNX3
15825	SMAD5	SMAD1
15826	SMAD5	SMAD6
15827	SMAD5	U2AF2
15828	SMAD5	DROSHA
15829	SMAD5	STUB1
15830	SMAD5	ACVR1
15831	SMAD5	SMURF2
15832	SMAD5	CXXC5
15833	SMAD5	SMAD3
15834	SMAD5	SKI
15835	SMAD5	SMAD4
15836	SMAD5	PNKP
15837	SMAD5	SFPQ
15838	SF3B1	ZRSR2
15839	SF3B1	SRRT
15840	SF3B1	RPA1
15841	SF3B1	MCF2L
15842	SF3B1	WBP4
15843	SF3B1	MDM2
15844	SF3B1	APBB1
15845	SF3B1	CUL3
15846	SF3B1	MAGOH
15847	SF3B1	PCBP2
15848	SF3B1	DHX38
15849	SF3B1	SYNCRIP
15850	SF3B1	HNRNPH1
15851	SF3B1	TOPORS
15852	SF3B1	SON
15853	SF3B1	ARF6
15854	SF3B1	ATG12
15855	SF3B1	NES
15856	SF3B1	RPS13
15857	SF3B1	SART1
15858	SF3B1	EP300
15859	SF3B1	SUZ12
15860	SF3B1	HNRNPU
15861	SF3B1	SNIP1
15862	SF3B1	VTN
15863	SF3B1	PPM1G
15864	SF3B1	EZH2
15865	SF3B1	DDX5
15866	SF3B1	SRSF6
15867	SF3B1	DHCR7
15868	SF3B1	HNRNPA1
15869	SF3B1	NCBP2
15870	SF3B1	PRPF19
15871	SF3B1	ARRB2
15872	SF3B1	DDX39B
15873	SF3B1	DYNC1H1
15874	SF3B1	PPM1D
15875	SF3B1	TRAP1
15876	SF3B1	HNRNPK
15877	SF3B1	ACIN1
15878	SF3B1	NRG1
15879	SF3B1	TRMT112
15880	SF3B1	MYC
15881	SF3B1	LUC7L3
15882	SF3B1	THOC3
15883	SF3B1	NCBP1
15884	SF3B1	TRIM24
15885	SF3B1	MCM7
15886	SF3B1	RPS15A
15887	SF3B1	HNRNPM
15888	SF3B1	OBSL1
15889	SF3B1	RBM15
15890	SF3B1	PRPF31
15891	SF3B1	SF1
15892	SF3B1	PHF5A
15893	SF3B1	SRSF9
15894	SF3B1	PHB2
15895	SF3B1	SMAD1
15896	SF3B1	UBAP2L
15897	SF3B1	TPM1
15898	SF3B1	RBM14
15899	SF3B1	TARDBP
15900	SF3B1	CIRBP
15901	SF3B1	THOC1
15902	SF3B1	HSPA8
15903	SF3B1	CALM1
15904	SF3B1	HSP90AB1
15905	SF3B1	HDAC3
15906	SF3B1	IGF2BP1
15907	SF3B1	NCL
15908	SF3B1	RPA2
15909	SF3B1	THOC5
15910	SF3B1	THOC2
15911	SF3B1	SYNE1
15912	SF3B1	SLU7
15913	SF3B1	XAB2
15914	SF3B1	SNW1
15915	SF3B1	THOC7
15916	SF3B1	DYRK1B
15917	SF3B1	FN1
15918	SF3B1	THOC6
15919	SF3B1	PPIL2
15920	SF3B1	SFPQ
15921	SF3B1	PABPC1
15922	SF3B1	BAZ1B
15923	SF3B1	MYBBP1A
15924	SF3B1	SSBP1
15925	SF3B1	LONP1
15926	SF3B1	RPS6
15927	SF3B1	DDX42
15928	SF3B1	MCM4
15929	SF3B1	KPNA2
15930	SF3B1	CLK1
15931	SF3B1	SNRNP200
15932	SF3B1	YWHAE
15933	SF3B1	SRSF1
15934	SF3B1	HNRNPF
15935	SF3B1	CPSF6
15936	SF3B1	GTPBP4
15937	SF3B1	CRNKL1
15938	SF3B1	UPF1
15939	SF3B1	FBXW11
15940	SF3B1	RNF2
15941	SF3B1	RBM25
15942	SF3B1	SAP130
15943	SF3B1	WWOX
15944	SF3B1	SNRNP70
15945	SF3B1	FBXO6
15946	SF3B1	FOXQ1
15947	SF3B1	SMAD9
15948	SF3B1	RUVBL2
15949	SF3B1	EED
15950	SF3B1	WDR77
15951	SF3B1	MCM2
15952	SF3B1	RPS3
15953	SF3B1	MCM6
15954	SF3B1	SF3A1
15955	SF3B1	RBMX
15956	SF3B1	DDX20
15957	SF3B1	SNRPF
15958	SF3B1	YBX1
15959	SF3B1	U2AF2
15960	SF3B1	PRPF6
15961	AIFM1	HSPA1A
15962	AIFM1	AMFR
15963	AIFM1	RELA
15964	AIFM1	PMS2
15965	AIFM1	MLH1
15966	AIFM1	HDAC11
15967	AIFM1	BAG3
15968	AIFM1	EGFR
15969	AIFM1	RNF2
15970	AIFM1	BCS1L
15971	AIFM1	BMI1
15972	AIFM1	IRAK1
15973	AIFM1	SHC1
15974	AIFM1	FBXO6
15975	AIFM1	DLD
15976	AIFM1	RPS6KB2
15977	AIFM1	MAP3K3
15978	AIFM1	UBASH3A
15979	AIFM1	NFKB2
15980	AIFM1	WWC1
15981	AIFM1	TNFRSF14
15982	AIFM1	FSCN1
15983	AIFM1	OXSR1
15984	AIFM1	HSPA1B
15985	AIFM1	TRADD
15986	AIFM1	ARAF
15987	AIFM1	TOMM40
15988	AIFM1	CUL3
15989	AIFM1	NDUFS5
15990	AIFM1	XIAP
15991	AIFM1	MAP3K1
15992	AIFM1	SUZ12
15993	AIFM1	CASP3
15994	AIFM1	ILK
15995	HSPA1A	PSMC4
15996	HSPA1A	PTEN
15997	HSPA1A	INSIG2
15998	HSPA1A	RPS6KB2
15999	HSPA1A	CTBP1
16000	HSPA1A	KDM1A
16001	HSPA1A	EIF2AK2
16002	HSPA1A	SUMO2
16003	HSPA1A	EGFR
16004	HSPA1A	RNF2
16005	HSPA1A	TERF2IP
16006	HSPA1A	DYRK2
16007	HSPA1A	VHL
16008	HSPA1A	TBK1
16009	HSPA1A	TAB2
16010	HSPA1A	MAP3K14
16011	HSPA1A	RHOA
16012	HSPA1A	EIF6
16013	HSPA1A	AGO4
16014	HSPA1A	PEX5
16015	HSPA1A	TRAF6
16016	HSPA1A	CUL4A
16017	HSPA1A	IRF1
16018	HSPA1A	MAP3K1
16019	HSPA1A	PLG
16020	HSPA1A	MAP3K3
16021	HSPA1A	CLTC
16022	HSPA1A	SAE1
16023	HSPA1A	CEP57
16024	HSPA1A	RBX1
16025	HSPA1A	PSMB4
16026	HSPA1A	CACNA1E
16027	HSPA1A	TRAF2
16028	HSPA1A	BECN1
16029	HSPA1A	NOS1
16030	HSPA1A	HAUS2
16031	HSPA1A	TRIM38
16032	HSPA1A	HAUS1
16033	HSPA1A	AR
16034	HSPA1A	PPP2R1A
16035	HSPA1A	SUZ12
16036	HSPA1A	KATNA1
16037	HSPA1A	CDH1
16038	HSPA1A	RING1
16039	HSPA1A	TRADD
16040	HSPA1A	DDX1
16041	HSPA1A	DNAJA3
16042	HSPA1A	KRT18
16043	HSPA1A	MAGOH
16044	HSPA1A	NFKBIA
16045	HSPA1A	HSPBP1
16046	HSPA1A	PSMC3
16047	HSPA1A	HSPA2
16048	HSPA1A	WWOX
16049	HSPA1A	HSF1
16050	HSPA1A	BAP1
16051	HSPA1A	PSMA1
16052	HSPA1A	TANK
16053	HSPA1A	GRIN2D
16054	HSPA1A	RIPK2
16055	HSPA1A	YWHAE
16056	HSPA1A	HCFC1
16057	HSPA1A	DNAJB6
16058	HSPA1A	APEX1
16059	HSPA1A	PSMA2
16060	HSPA1A	YBX1
16061	HSPA1A	FBXO6
16062	HSPA1A	PIK3C3
16063	HSPA1A	EMD
16064	HSPA1A	TUBG1
16065	HSPA1A	RICTOR
16066	HSPA1A	ARRB1
16067	HSPA1A	CBX8
16068	HSPA1A	CDKN1A
16069	HSPA1A	ACTN4
16070	HSPA1A	MYC
16071	HSPA1A	CUL3
16072	HSPA1A	CEP250
16073	HSPA1A	CHUK
16074	HSPA1A	SLC5A1
16075	HSPA1A	APAF1
16076	HSPA1A	VCP
16077	HSPA1A	MYSM1
16078	HSPA1A	CUL4B
16079	HSPA1A	PAX8
16080	HSPA1A	MAP3K5
16081	HSPA1A	UCHL5
16082	HSPA1A	MCL1
16083	HSPA1A	PTPRB
16084	HSPA1A	MCM2
16085	HSPA1A	FOS
16086	HSPA1A	ATXN1
16087	HSPA1A	SNCA
16088	HSPA1A	RELA
16089	HSPA1A	IKBKB
16090	HSPA1A	FN1
16091	HSPA1A	BMI1
16092	HSPA1A	STK11
16093	HSPA1A	RAP1A
16094	HSPA1A	RIPK1
16095	HSPA1A	ADRM1
16096	HSPA1A	HSPA8
16097	HSPA1A	RAD23A
16098	HSPA1A	HNRNPA1
16099	HSPA1A	NR3C1
16100	HSPA1A	AHSA1
16101	HSPA1A	RCOR1
16102	HSPA1A	YY1
16103	HSPA1A	SVIL
16104	HSPA1A	TRIM24
16105	HSPA1A	PINK1
16106	HSPA1A	PSMB5
16107	HSPA1A	PSMD14
16108	HSPA1A	SHC1
16109	HSPA1A	ARRB2
16110	HSPA1A	PSMC2
16111	HSPA1A	BRAF
16112	HSPA1A	MAPK8IP2
16113	HSPA1A	EZH2
16114	HSPA1A	TNFRSF1A
16115	HSPA1A	NQO1
16116	HSPA1A	BAG1
16117	HSPA1A	POT1
16118	HSPA1A	NFKB2
16119	HSPA1A	MAPRE1
16120	HSPA1A	TGM2
16121	HSPA1A	STUB1
16122	HSPA1A	TUBB
16123	HSPA1A	TRIAP1
16124	HSPA1A	HSP90AB1
16125	HSPA1A	DNAJA1
16126	HSPA1A	BAG3
16127	HSPA1A	PSMC5
16128	HSPA1A	MAP3K7
16129	HSPA1A	DYNC1H1
16130	HSPA1A	RAPGEF2
16131	DSTN	PRDX5
16132	DSTN	PEX19
16133	DSTN	SMAD9
16134	DSTN	CROT
16135	DSTN	MYH11
16136	DSTN	LAMTOR5
16137	DSTN	SOD1
16138	DSTN	TNIK
16139	DSTN	LIMD1
16140	DSTN	PPP1CB
16141	DSTN	STAT6
16142	DSTN	PINX1
16143	DSTN	ITSN1
16144	DSTN	TPM2
16145	DSTN	UBE2B
16146	DSTN	LIMK1
16147	DSTN	ITGB1
16148	DSTN	ACTA1
16149	DSTN	OTUB1
16150	DSTN	SP100
16151	DSTN	PXN
16152	DSTN	MCM7
16153	DSTN	VCP
16154	DSTN	SSH1
16155	DSTN	EED
16156	DSTN	RNH1
16157	DSTN	HTRA2
16158	DSTN	MIF
16159	DSTN	PPP4R2
16160	DSTN	NME2
16161	DSTN	MCM2
16162	PRDX5	NME2
16163	PRDX5	TRAP1
16164	PRDX5	ATF2
16165	PRDX5	SOD1
16166	PRDX5	PTPN23
16167	PRDX5	PPT1
16168	PRDX5	PSRC1
16169	PRDX5	PRDX2
16170	PRDX5	SUMO1
16171	PRDX5	PRDX1
16172	PRDX5	CLK1
16173	PRDX5	SOD2
16174	PRDX5	TOMM40
16175	PRDX5	MRPL58
16176	PRDX5	UBE2B
16177	PRDX5	PEX5
16178	PRDX5	PINX1
16179	PRDX5	RAD23B
16180	PRDX5	WWOX
16181	PRDX5	NME1
16182	PRDX5	CFL1
16183	PRDX5	CAT
16184	PRDX5	PARK7
16185	PRDX5	PRDX6
16186	PRDX5	FERMT3
16187	PRDX5	IGBP1
16188	MYH11	ACTR3
16189	MYH11	EIF3A
16190	MYH11	DAXX
16191	MYH11	YWHAE
16192	MYH11	ACTA2
16193	MYH11	SP1
16194	MYH11	APC
16195	MYH11	SVIL
16196	MYH11	RPA2
16197	MYH11	RALBP1
16198	MYH11	MYO1E
16199	MYH11	SHC1
16200	MYH11	STAT1
16201	MYH11	RPA1
16202	MYH11	MYO5A
16203	MYH11	SLX4
16204	MYH11	OVCA2
16205	ACTR3	WASF2
16206	ACTR3	CDC42
16207	ACTR3	FN1
16208	ACTR3	CAT
16209	ACTR3	LRRK2
16210	ACTR3	OBSL1
16211	ACTR3	STXBP1
16212	ACTR3	JUND
16213	ACTR3	HNRNPF
16214	ACTR3	CD44
16215	ACTR3	RPA1
16216	ACTR3	PPP1CB
16217	ACTR3	MCM2
16218	ACTR3	CDH1
16219	ACTR3	PPP1R12A
16220	ACTR3	CEP152
16221	ACTR3	COG3
16222	ACTR3	SH3GLB1
16223	ACTR3	WASL
16224	ACTR3	VCL
16225	ACTR3	DBN1
16226	ACTR3	UBE3A
16227	ACTR3	TRAF6
16228	ACTR3	TNPO3
16229	EPM2A	EIF2B1
16230	EPM2A	PRKAA1
16231	EPM2A	STUB1
16232	EPM2A	PSMC3
16233	EPM2A	TOPORS
16234	EPM2A	NHLRC1
16235	PTK2	MDM2
16236	PTK2	NEO1
16237	PTK2	NASP
16238	PTK2	TNFRSF1A
16239	PTK2	TSC2
16240	PTK2	STUB1
16241	PTK2	FGR
16242	PTK2	PTAFR
16243	PTK2	SRC
16244	PTK2	FLT4
16245	PTK2	TRIP6
16246	PTK2	RHOU
16247	PTK2	TLN1
16248	PTK2	SORBS1
16249	PTK2	CRKL
16250	PTK2	RB1CC1
16251	PTK2	UBAP2L
16252	PTK2	SOCS2
16253	PTK2	KCNMA1
16254	PTK2	FLT1
16255	PTK2	NCK2
16256	PTK2	HSP90AB1
16257	PTK2	DOK4
16258	PTK2	CAPRIN1
16259	PTK2	EPHA2
16260	PTK2	ERBB2
16261	PTK2	MAPK8IP3
16262	PTK2	PTK2B
16263	PTK2	CITED2
16264	PTK2	INSR
16265	PTK2	HCK
16266	PTK2	PTEN
16267	PTK2	VIM
16268	PTK2	ITGB4
